0,30,1.166839
0,31,1.105302
0,32,1.047058
0,33,.9847507
0,34,.9338129
0,35,.928793
0,36,.8722284
0,37,.8439835
0,38,.8048082
0,39,.766094
0,40,.6812598
0,41,.6340922
0,42,.6248417
0,43,.6004452
0,44,.5893344
0,45,.6131839
0,46,.5934711
0,47,.5887729
0,48,.574922
0,49,.5652317
0,50,.530257
0,51,.5509545
0,52,.5645119
0,53,.5904015
0,54,.6132542
0,55,.5543222
0,56,.5773857
0,57,.5968012
0,58,.6202124
0,59,.6414759
0,60,.6720173
0,61,.6937959
0,62,.7367569
0,63,.7501475
0,64,.7800705
0,65,.7710118
0,66,.7872411
0,67,.8266438
0,68,.8622015
0,69,.8935453
0,70,.8279181
0,71,.8515704
0,72,.889804
0,73,.9280536
0,74,.9655186
0,75,.930196
0,76,.9781389
0,77,1.021757
0,78,1.061231
0,79,1.110393
0,80,.8728041
0,81,.9444059
0,82,.9693981
0,83,1.030464
0,84,1.066786
0,85,1.079741
0,86,1.121604
0,87,1.165998
0,88,1.215248
0,89,1.295944
0,90,1.333119
0,91,1.375233
0,92,1.384344
0,93,1.551041
0,94,1.582095
0,95,1.53993
0,96,1.804503
0,97,1.70557
0,98,1.587031
0,99,1.532657
0,100,1.690617
1,30,1.038232
1,31,.9827219
1,32,.9646294
1,33,.9411624
1,34,.9126569
1,35,.9299803
1,36,.9078835
1,37,.8871859
1,38,.8594587
1,39,.831187
1,40,.7881768
1,41,.7771074
1,42,.7563754
1,43,.7465879
1,44,.7236089
1,45,.6218366
1,46,.5996809
1,47,.5954114
1,48,.5898901
1,49,.5749453
1,50,.533733
1,51,.55276
1,52,.5619907
1,53,.5801826
1,54,.608744
1,55,.641257
1,56,.666223
1,57,.6889538
1,58,.7087101
1,59,.7338021
1,60,.7089658
1,61,.7361435
1,62,.7693979
1,63,.7916337
1,64,.8281336
1,65,.8029422
1,66,.8450083
1,67,.8688182
1,68,.9246508
1,69,.9563663
1,70,.8612297
1,71,.9053227
1,72,.9433991
1,73,.9755602
1,74,1.02263
1,75,.9793743
1,76,1.010819
1,77,1.068874
1,78,1.125675
1,79,1.180216
1,80,.9701564
1,81,1.036715
1,82,1.082972
1,83,1.13592
1,84,1.212953
1,85,1.191857
1,86,1.233303
1,87,1.311494
1,88,1.428931
1,89,1.462674
1,90,1.547909
1,91,1.646927
1,92,1.770885
1,93,1.832949
1,94,1.920663
1,95,2.011399
1,96,2.078035
1,97,2.128356
1,98,2.145252
1,99,2.216678
1,100,2.394206
