19,
age60m,-.02892324
age60p,.010362117
year2008,-.26884168
hibpe,-.39411271
diabe,.16729429
smoker,.54086101
former,.18239492
obese,.022858923
veryobese,-.43073571
sex,.39002013
imm,.27437109
hs,.1213123
college,.45895985
univ,.12162111
quebec,.65519291
ontario,.17764667
prairies,.017454378
bc,.32489875
constant,.28727853
