0,30,1.148658
0,31,1.092878
0,32,1.041856
0,33,.9847012
0,34,.9382058
0,35,.9123402
0,36,.8636396
0,37,.8406675
0,38,.803843
0,39,.7755727
0,40,.7023728
0,41,.6639897
0,42,.6564786
0,43,.6377832
0,44,.6264423
0,45,.6309346
0,46,.6138572
0,47,.6126916
0,48,.6046726
0,49,.5998827
0,50,.5670612
0,51,.5895352
0,52,.6046771
0,53,.6339216
0,54,.6580675
0,55,.5977846
0,56,.6261796
0,57,.6472368
0,58,.6727245
0,59,.6966418
0,60,.711424
0,61,.7308967
0,62,.7806545
0,63,.7925834
0,64,.8331598
0,65,.8160189
0,66,.8368126
0,67,.8755144
0,68,.9151738
0,69,.9493988
0,70,.8748135
0,71,.9017612
0,72,.9410377
0,73,.9815241
0,74,1.024008
0,75,.9684482
0,76,1.015551
0,77,1.06637
0,78,1.105364
0,79,1.159003
0,80,.9065924
0,81,.9785549
0,82,1.007705
0,83,1.067281
0,84,1.108601
0,85,1.111174
0,86,1.157684
0,87,1.196353
0,88,1.260581
0,89,1.32733
0,90,1.358591
0,91,1.421691
0,92,1.42523
0,93,1.603342
0,94,1.620262
0,95,1.595778
0,96,1.842952
0,97,1.824939
0,98,1.592445
0,99,1.61698
0,100,1.753795
1,30,.9055607
1,31,.8673018
1,32,.8541382
1,33,.8366701
1,34,.8163611
1,35,.8357385
1,36,.818329
1,37,.807064
1,38,.7852636
1,39,.7661223
1,40,.7312539
1,41,.7265041
1,42,.7146913
1,43,.7078602
1,44,.6919234
1,45,.601385
1,46,.5856031
1,47,.5848955
1,48,.5779679
1,49,.5728475
1,50,.5259455
1,51,.5472452
1,52,.5573477
1,53,.5750021
1,54,.6017053
1,55,.6370872
1,56,.6647242
1,57,.6866736
1,58,.7089086
1,59,.7342897
1,60,.6889919
1,61,.7186412
1,62,.7489365
1,63,.7724213
1,64,.8089997
1,65,.7749454
1,66,.8172716
1,67,.8394774
1,68,.8968755
1,69,.9260157
1,70,.8468801
1,71,.8880779
1,72,.926151
1,73,.9607806
1,74,1.00385
1,75,.9293062
1,76,.9571465
1,77,1.019012
1,78,1.069961
1,79,1.133565
1,80,.9227355
1,81,.9900227
1,82,1.035866
1,83,1.085011
1,84,1.157058
1,85,1.117944
1,86,1.160336
1,87,1.227267
1,88,1.334876
1,89,1.378168
1,90,1.449542
1,91,1.537417
1,92,1.666799
1,93,1.722146
1,94,1.774748
1,95,1.870477
1,96,1.960194
1,97,1.992634
1,98,2.030839
1,99,2.052685
1,100,2.248189
