17,
age60m,-.012043922
age60p,-.0052977926
year2008,.53350425
smoker,.30014372
former,.033939686
obese,.35488001
veryobese,.36782598
sex,.23871289
imm,-.27305844
hs,.071394905
college,.39671591
univ,.26925817
quebec,.91045982
ontario,.68261236
prairies,.59968174
bc,1.4632384
constant,.12902306
