30,
age50m,0
age50p,0
diabe,0
hibpe,0
cancre,0
hearte,0
stroke,0
lunge,0
mentae,0
smoker,0
former,0
obese,0
veryobese,0
sex,0
imm,0
hs,0
college,0
univ,0
inv1,0
inv2,0
inv3,0
inv4,0
inv5,0
inv6,0
inv7,0
quebec,0
ontario,0
prairies,0
bc,0
constant,0
30,
age50m,-.042598866
age50p,.016213175
diabe,.3869921
hibpe,.13258836
cancre,.066419952
hearte,.60641211
stroke,.70605427
lunge,-.072075516
mentae,1.35783
smoker,.30175322
former,.37931788
obese,-.011475163
veryobese,-.20735666
sex,.13541824
imm,.1664055
hs,-.38020664
college,-.45125476
univ,-.1404528
inv1,0
inv2,3.8562157
inv3,1.0890061
inv4,1.1077132
inv5,3.5637844
inv6,1.2313656
inv7,4.3046227
quebec,-.35446063
ontario,.14142643
prairies,-.1270677
bc,-.055542223
constant,-3.3564053
30,
age50m,.02289111
age50p,.055201147
diabe,.31243086
hibpe,.14337859
cancre,.25666627
hearte,.40554017
stroke,.61926132
lunge,.45526406
mentae,.12803333
smoker,.28783414
former,.029366523
obese,.095096223
veryobese,.056251992
sex,.80305564
imm,-.028355828
hs,-.10783167
college,-.15843347
univ,-.38203692
inv1,0
inv2,.77193457
inv3,2.7060945
inv4,1.3553399
inv5,2.5668447
inv6,3.2941556
inv7,3.5906625
quebec,-.0065317522
ontario,-.1350604
prairies,-.026415236
bc,.036662567
constant,-5.3005714
30,
age50m,.0099116787
age50p,.066903405
diabe,.41878563
hibpe,-.18669155
cancre,-.15325879
hearte,-.065000087
stroke,.74681717
lunge,.23268513
mentae,1.4741102
smoker,.023952693
former,.17485803
obese,.14021662
veryobese,.50872213
sex,.31599939
imm,.32812425
hs,-.3568517
college,-.4525606
univ,-.66695756
inv1,0
inv2,.037282016
inv3,1.1094444
inv4,2.9309654
inv5,3.2669394
inv6,2.6937385
inv7,-27.140091
quebec,.18355381
ontario,-.38129124
prairies,.026836358
bc,-.37985387
constant,-6.6458764
30,
age50m,-.010469262
age50p,.041010194
diabe,.38397866
hibpe,.27254802
cancre,.75410807
hearte,.57830715
stroke,1.294071
lunge,.40732121
mentae,2.1454468
smoker,.58466107
former,.33265549
obese,-.098881632
veryobese,.6253618
sex,.14053644
imm,.50392455
hs,-.3536472
college,-.40125677
univ,-1.1978526
inv1,0
inv2,2.8601274
inv3,2.6151214
inv4,1.7476814
inv5,5.5684061
inv6,3.9426451
inv7,5.3374996
quebec,-.38303143
ontario,-.31072101
prairies,-.083358504
bc,.085160881
constant,-6.2314954
30,
age50m,.002715752
age50p,.074071586
diabe,.34350938
hibpe,-.024156392
cancre,.18176788
hearte,.40378317
stroke,1.2108055
lunge,.42339626
mentae,.75143623
smoker,.17842208
former,-.036876868
obese,.3284367
veryobese,.48490903
sex,.19923881
imm,.2630854
hs,-.35093337
college,-.22458154
univ,-1.119769
inv1,0
inv2,1.5312463
inv3,2.9682851
inv4,2.295053
inv5,3.3640876
inv6,5.1915579
inv7,5.5251794
quebec,.30146053
ontario,.23687212
prairies,.38359556
bc,.34455022
constant,-5.9314198
30,
age50m,-.045619823
age50p,.12643816
diabe,.25877181
hibpe,.036261033
cancre,-.45351294
hearte,-.084391274
stroke,.31922245
lunge,.43946469
mentae,2.2372067
smoker,.35123095
former,.30171901
obese,-.37946689
veryobese,.072212629
sex,.26081428
imm,-.17826805
hs,-.66552961
college,-.49485978
univ,-1.1205845
inv1,0
inv2,2.8980498
inv3,2.2187829
inv4,1.6573987
inv5,4.9502058
inv6,4.5916486
inv7,7.6498036
quebec,-.27341214
ontario,.17883001
prairies,-.025317481
bc,.16785994
constant,-5.427124
