0,30,1.262499
0,31,1.203037
0,32,1.14759
0,33,1.08579
0,34,1.036516
0,35,1.019029
0,36,.9652336
0,37,.9399496
0,38,.9008136
0,39,.8685093
0,40,.7893279
0,41,.7433691
0,42,.7337483
0,43,.7111227
0,44,.7015107
0,45,.7110323
0,46,.691078
0,47,.6890844
0,48,.6777797
0,49,.6725154
0,50,.6235749
0,51,.6445823
0,52,.6583828
0,53,.687739
0,54,.7079335
0,55,.6411327
0,56,.6691964
0,57,.6849468
0,58,.7110528
0,59,.7331382
0,60,.7617621
0,61,.7862018
0,62,.8292972
0,63,.8416766
0,64,.877124
0,65,.8245028
0,66,.8385991
0,67,.8814554
0,68,.9142326
0,69,.9423842
0,70,.8480771
0,71,.8696123
0,72,.9032964
0,73,.937144
0,74,.974565
0,75,.9200879
0,76,.964211
0,77,1.006925
0,78,1.038159
0,79,1.081259
0,80,.8524926
0,81,.9142806
0,82,.9411672
0,83,.9926165
0,84,1.026098
0,85,1.039042
0,86,1.077084
0,87,1.118849
0,88,1.173371
0,89,1.23321
0,90,1.270817
0,91,1.311695
0,92,1.319758
0,93,1.471772
0,94,1.47976
0,95,1.473361
0,96,1.660895
0,97,1.650123
0,98,1.497336
0,99,1.449518
0,100,1.653622
1,30,1.0549
1,31,1.008231
1,32,.9945093
1,33,.9785582
1,34,.9539887
1,35,.9791902
1,36,.9534038
1,37,.9367755
1,38,.9156107
1,39,.8978038
1,40,.8534252
1,41,.847096
1,42,.8315661
1,43,.8196357
1,44,.8038608
1,45,.6743125
1,46,.6575191
1,47,.6546545
1,48,.6497886
1,49,.6415981
1,50,.602369
1,51,.6222529
1,52,.6291403
1,53,.6462727
1,54,.6711318
1,55,.6949814
1,56,.7183529
1,57,.7413394
1,58,.7594693
1,59,.7816758
1,60,.7415308
1,61,.7704586
1,62,.7990974
1,63,.8228794
1,64,.8500729
1,65,.7883161
1,66,.8286912
1,67,.8480509
1,68,.899015
1,69,.9244593
1,70,.8291301
1,71,.8681671
1,72,.9021202
1,73,.9269368
1,74,.9657835
1,75,.905131
1,76,.9261481
1,77,.9808046
1,78,1.029079
1,79,1.075823
1,80,.8908262
1,81,.9491637
1,82,.994832
1,83,1.035908
1,84,1.104442
1,85,1.087553
1,86,1.125739
1,87,1.185964
1,88,1.28993
1,89,1.326763
1,90,1.400715
1,91,1.462637
1,92,1.58765
1,93,1.629547
1,94,1.694901
1,95,1.778679
1,96,1.855418
1,97,1.869801
1,98,1.911187
1,99,1.942993
1,100,2.066957
