28,
age50m,0
age50p,0
diabe,0
hibpe,0
cancre,0
hearte,0
stroke,0
lunge,0
mentae,0
smoker,0
former,0
obese,0
veryobese,0
sex,0
imm,0
hs,0
college,0
univ,0
ltc1,0
ltc2,0
adl,0
iadl,0
cognitive,0
quebec,0
ontario,0
prairies,0
bc,0
constant,0
28,
age50m,-.011048404
age50p,.070055373
diabe,.34466586
hibpe,-.0080575058
cancre,.18762785
hearte,.40506291
stroke,.48761284
lunge,.32979843
mentae,.16433382
smoker,.31297693
former,.16423693
obese,.14886291
veryobese,.45679876
sex,.45006669
imm,-.16251636
hs,-.019541424
college,-.06404791
univ,.11004165
ltc1,0
ltc2,1.1655943
adl,1.0003219
iadl,1.0276331
cognitive,-.21928203
quebec,.14977553
ontario,-.17909834
prairies,-.14149775
bc,-.25266549
constant,-3.7514002
28,
age50m,-.047401931
age50p,.17143445
diabe,.67506832
hibpe,-.1004715
cancre,.69629484
hearte,-1.0522721
stroke,-.23057725
lunge,-1.1394904
mentae,1.3919177
smoker,.17868207
former,-.031015161
obese,.27296525
veryobese,-.70767123
sex,.35254267
imm,-.11368302
hs,-.37638807
college,-.027776826
univ,-1.8998238
ltc1,0
ltc2,.88313925
adl,1.094855
iadl,1.3744277
cognitive,1.0348238
quebec,.24580006
ontario,.29063058
prairies,.1039322
bc,-.052816547
constant,-6.9744234
