16,
age50m,0
age50p,0
smoker,0
former,0
obese,0
veryobese,0
sex,0
imm,0
hs,0
college,0
univ,0
quebec,0
ontario,0
prairies,0
bc,0
constant,0
16,
age50m,.0083911987
age50p,-.017713031
smoker,.14555405
former,.18164867
obese,4.2131743
veryobese,4.9026194
sex,-.12660503
imm,-.11449793
hs,-.04947665
college,-.098852754
univ,-.21801569
quebec,-.15628244
ontario,-.075050093
prairies,.015730437
bc,-.06825342
constant,-3.1205328
16,
age50m,.018546917
age50p,-.053052779
smoker,.04254438
former,.36753774
obese,5.3827705
veryobese,9.4420395
sex,.29500163
imm,-.18315503
hs,-.32457441
college,-.27908388
univ,-.58605683
quebec,-.34850034
ontario,-.046510063
prairies,.023761688
bc,-.29647285
constant,-6.6486001
