30,
age50m,0
age50p,0
diabe,0
hibpe,0
cancre,0
hearte,0
stroke,0
lunge,0
mentae,0
smoker,0
former,0
obese,0
veryobese,0
sex,0
imm,0
hs,0
college,0
univ,0
inv1,0
inv2,0
inv3,0
inv4,0
inv5,0
inv6,0
inv7,0
quebec,0
ontario,0
prairies,0
bc,0
constant,0
30,
age50m,-.037861776
age50p,.025408937
diabe,.32218561
hibpe,-.20252955
cancre,.26432028
hearte,.64369649
stroke,1.0560057
lunge,-.073702037
mentae,1.4051099
smoker,.45039305
former,.57011354
obese,-.36235282
veryobese,.34306973
sex,.17408399
imm,-.10155524
hs,-.4425669
college,-.72719067
univ,-.65746969
inv1,0
inv2,3.7770805
inv3,1.2003311
inv4,1.3441489
inv5,3.4923058
inv6,1.1207699
inv7,2.9094903
quebec,.13798828
ontario,.15050347
prairies,.20883998
bc,.22335021
constant,-3.6371677
30,
age50m,.016356571
age50p,.047261182
diabe,.47433326
hibpe,.18829708
cancre,.29854035
hearte,.54165083
stroke,.78123897
lunge,.71237242
mentae,.92524236
smoker,.39124441
former,.14312752
obese,.024042495
veryobese,.027785206
sex,.78644055
imm,.083862804
hs,-.10865254
college,-.090054229
univ,-.25116417
inv1,0
inv2,.55690312
inv3,2.6992831
inv4,1.1833067
inv5,3.2546718
inv6,3.2802205
inv7,3.3852911
quebec,-.17151687
ontario,-.17667778
prairies,-.046260945
bc,-.01150973
constant,-4.9717402
30,
age50m,.0050687753
age50p,.063679792
diabe,.36151412
hibpe,.061990783
cancre,-.42851895
hearte,-.12156826
stroke,.75705898
lunge,.54728591
mentae,-.13570723
smoker,.21402995
former,.19627754
obese,.47859916
veryobese,.6484915
sex,-.021373035
imm,.6761266
hs,.017393798
college,-.10582287
univ,-.29688182
inv1,0
inv2,.7246542
inv3,1.125971
inv4,3.0639031
inv5,3.2233624
inv6,2.5516438
inv7,-21.529694
quebec,.34216788
ontario,-.17815217
prairies,.25465471
bc,.015664829
constant,-6.8502636
30,
age50m,-.0057659014
age50p,.046596449
diabe,.033631861
hibpe,.31848487
cancre,.96515691
hearte,.79610336
stroke,1.7213445
lunge,.79445195
mentae,2.6638064
smoker,.49970248
former,.11854944
obese,-.13838848
veryobese,-.022054801
sex,.037647158
imm,-.10396744
hs,-.45544049
college,-.41091213
univ,-1.0284817
inv1,0
inv2,3.0596297
inv3,2.503628
inv4,1.2156246
inv5,5.7214541
inv6,3.2798517
inv7,5.2020402
quebec,-.16373776
ontario,-.21930449
prairies,.22810052
bc,.08699397
constant,-6.3702793
30,
age50m,-.0029324058
age50p,.079570688
diabe,.50947815
hibpe,-.01601625
cancre,-.13276149
hearte,.39098239
stroke,1.3177152
lunge,.66596109
mentae,1.0268967
smoker,.53498828
former,.014059483
obese,.18381773
veryobese,.29997724
sex,.044717249
imm,.39045244
hs,-.13547218
college,-.26587215
univ,-.81093192
inv1,0
inv2,1.1355221
inv3,2.9203806
inv4,2.4845181
inv5,3.8408206
inv6,5.04356
inv7,5.1623974
quebec,.19120854
ontario,.11568354
prairies,.31536707
bc,.32432258
constant,-5.8048649
30,
age50m,-.038694117
age50p,.12031389
diabe,.71166885
hibpe,-.2793813
cancre,-.020918535
hearte,.48483479
stroke,.76119918
lunge,.99437755
mentae,2.3926933
smoker,.49120373
former,.50345224
obese,-.49444339
veryobese,-.10123954
sex,.1102988
imm,.028728968
hs,-.46629995
college,.10288041
univ,-.85998356
inv1,0
inv2,3.3496692
inv3,2.3561702
inv4,.95057732
inv5,5.4475374
inv6,4.8231821
inv7,7.5278192
quebec,.10290079
ontario,.38616866
prairies,.57421875
bc,.58276194
constant,-6.5315609
