17,
age60m,.072897516
age60p,.0062808525
year2008,-.24673644
smoker,.13892961
former,.12544037
obese,1.0722376
veryobese,1.9756234
sex,-.37505677
imm,.13905992
hs,-.017706316
college,-.08190231
univ,-.51367795
quebec,-.16534494
ontario,-.075933255
prairies,-.31224585
bc,-.20855319
constant,-7.9866676
