18,
age60m,.069238938
age60p,-.0058111814
year2008,-.069479361
diabe,.65417045
smoker,.25726852
former,.13639839
obese,.61589068
veryobese,.73256791
sex,-.13352863
imm,.089848213
hs,-.13981152
college,-.06654603
univ,-.29910952
quebec,-.036292873
ontario,-.095607363
prairies,-.14097501
bc,-.2042845
constant,-6.4625006
