16,
age50m,0
age50p,0
smoker,0
former,0
obese,0
veryobese,0
sex,0
imm,0
hs,0
college,0
univ,0
quebec,0
ontario,0
prairies,0
bc,0
constant,0
16,
age50m,.010623438
age50p,-.021786693
smoker,-.054344635
former,.067317128
obese,4.1387854
veryobese,5.0894899
sex,-.095209308
imm,-.053347234
hs,-.17228748
college,-.19106428
univ,-.29264599
quebec,-.29182583
ontario,-.077763505
prairies,-.094490737
bc,-.17915578
constant,-2.9418235
16,
age50m,.0042915125
age50p,-.049962807
smoker,-.020520555
former,.28482023
obese,5.7144036
veryobese,9.9993496
sex,.15054107
imm,-.069394439
hs,-.10555358
college,-.29269511
univ,-.43458119
quebec,-.37876609
ontario,-.0083347056
prairies,.049001444
bc,-.15787035
constant,-6.4274602
