30,
age50m,0
age50p,0
diabe,0
hibpe,0
cancre,0
hearte,0
stroke,0
lunge,0
mentae,0
smoker,0
former,0
obese,0
veryobese,0
sex,0
imm,0
hs,0
college,0
univ,0
inv1,0
inv2,0
inv3,0
inv4,0
inv5,0
inv6,0
inv7,0
quebec,0
ontario,0
prairies,0
bc,0
constant,0
30,
age50m,-.037641838
age50p,.019771799
diabe,.13995969
hibpe,.036510497
cancre,.30766943
hearte,.54042625
stroke,1.0546855
lunge,-.015551932
mentae,1.2980253
smoker,.54741323
former,.36493525
obese,-.033102795
veryobese,.5635404
sex,-.031095661
imm,-.027092131
hs,-.35672468
college,-.60499942
univ,-.42564416
inv1,0
inv2,3.6244876
inv3,1.2644328
inv4,1.644467
inv5,3.5827262
inv6,.2206383
inv7,3.3553982
quebec,-.44039509
ontario,-.22662804
prairies,-.10700339
bc,-.077793479
constant,-3.264488
30,
age50m,.024759874
age50p,.050569914
diabe,.30171874
hibpe,.22882399
cancre,.32386154
hearte,.4626711
stroke,.74849319
lunge,.54121554
mentae,.81931555
smoker,.44810933
former,.1247431
obese,.077307388
veryobese,.26947787
sex,.74085337
imm,.1267232
hs,-.072254315
college,-.04359046
univ,-.24508841
inv1,0
inv2,.49737644
inv3,2.6396205
inv4,1.7247955
inv5,2.6875634
inv6,2.8140399
inv7,3.4878428
quebec,.053275269
ontario,-.11486733
prairies,-.077827111
bc,.088578336
constant,-5.4691505
30,
age50m,.0029867652
age50p,.070505686
diabe,.068677418
hibpe,-.05071659
cancre,-1.0206093
hearte,-.34378079
stroke,.99397177
lunge,.87924844
mentae,1.1852911
smoker,.036942065
former,.058358062
obese,.20733686
veryobese,1.224332
sex,-.063422792
imm,.30666235
hs,-.18868428
college,-.10205053
univ,-.64535534
inv1,0
inv2,-.0063414392
inv3,1.2326397
inv4,1.9021249
inv5,3.7459671
inv6,2.3063405
inv7,3.9161146
quebec,.0054640155
ontario,-.2703017
prairies,-.10322732
bc,-.15055446
constant,-6.3157825
30,
age50m,.027412638
age50p,.023777671
diabe,.85896355
hibpe,.45589611
cancre,.86570221
hearte,1.0929585
stroke,1.2758636
lunge,.51161999
mentae,2.0934951
smoker,.40900064
former,.1477847
obese,-.16842209
veryobese,-.30220053
sex,.12653054
imm,.42107281
hs,-.58915585
college,-.012165375
univ,-.8612861
inv1,0
inv2,3.5165565
inv3,2.9142818
inv4,2.4216661
inv5,5.9610252
inv6,3.047585
inv7,5.9865708
quebec,-.17556684
ontario,-.037320573
prairies,.23674904
bc,.64733511
constant,-8.3567972
30,
age50m,.019673942
age50p,.062204063
diabe,.51459259
hibpe,.13989221
cancre,.55348164
hearte,.25017068
stroke,1.3410889
lunge,.80451751
mentae,1.3511668
smoker,.19379634
former,-.042779598
obese,.26659042
veryobese,.48314759
sex,.31196773
imm,.33052775
hs,-.11650215
college,-.35231426
univ,-.81588513
inv1,0
inv2,1.0349129
inv3,2.77367
inv4,2.5679991
inv5,3.2767165
inv6,4.7169309
inv7,5.3880491
quebec,.29032141
ontario,.18333
prairies,.29171786
bc,.52213609
constant,-6.79283
30,
age50m,-.017531736
age50p,.12572905
diabe,.60034907
hibpe,.036501244
cancre,.0393508
hearte,.14620753
stroke,.96507603
lunge,.72453868
mentae,2.3007648
smoker,.85306311
former,.49410793
obese,-.11440749
veryobese,.046824981
sex,.28556722
imm,.1752104
hs,-.58341873
college,-.21030377
univ,-.87564963
inv1,0
inv2,3.2607846
inv3,2.4348805
inv4,.65418959
inv5,4.8364391
inv6,4.0445452
inv7,7.530879
quebec,.062851332
ontario,-.080784522
prairies,.10771588
bc,-.10022789
constant,-7.3790951
