28,
age50m,0
age50p,0
diabe,0
hibpe,0
cancre,0
hearte,0
stroke,0
lunge,0
mentae,0
smoker,0
former,0
obese,0
veryobese,0
sex,0
imm,0
hs,0
college,0
univ,0
ltc1,0
ltc2,0
adl,0
iadl,0
cognitive,0
quebec,0
ontario,0
prairies,0
bc,0
constant,0
28,
age50m,-.025664784
age50p,.079434477
diabe,.36102092
hibpe,-.054809295
cancre,.62165797
hearte,.14032426
stroke,.1871064
lunge,.24991049
mentae,.79212737
smoker,.22520983
former,.086005546
obese,.17663495
veryobese,.39810333
sex,.4380725
imm,-.46210343
hs,.00061649998
college,.047862951
univ,.15465634
ltc1,0
ltc2,1.3087171
adl,.65660506
iadl,1.1542778
cognitive,.21154098
quebec,.3185825
ontario,-.045066383
prairies,-.18812284
bc,-.19891624
constant,-3.1996214
28,
age50m,-.055304393
age50p,.1693195
diabe,.42525354
hibpe,.24915157
cancre,1.0335668
hearte,-.39300653
stroke,-.22068602
lunge,-.25606701
mentae,1.2931569
smoker,1.0176805
former,.32047439
obese,.28095117
veryobese,-1.7966044
sex,.47365162
imm,-.7726441
hs,-.064295731
college,.1544463
univ,-1.8168373
ltc1,0
ltc2,.87120974
adl,.89940417
iadl,1.8957934
cognitive,.96991581
quebec,.070714727
ontario,.55802774
prairies,.24259804
bc,-.26202154
constant,-7.359961
