31,
age50m,.11558346
age50p,.060341697
diabe,.020241084
hibpe,.090198167
cancre,1.106815
hearte,.56241614
stroke,.43045339
lunge,.19633302
mentae,.056091759
smoker,.911183
former,.32798731
obese,-.1749125
veryobese,-.15533118
sex,-.47088039
imm,-.064331807
hs,-.067698628
college,-.36963892
univ,-.70250207
quebec,.022116126
ontario,.20698026
prairies,-.14640158
bc,.14802842
inv1,0
inv2,-.55049288
inv3,.83709723
inv4,.55773699
inv5,.90309662
inv6,1.0133139
inv7,1.4823816
nhome,.35677028
constant,-10.665601
