Anne,Sexe,CGT,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110+
2013-2014,2,24,0.0003048,0.0003330,0.0003641,0.0003983,0.0004360,0.0004776,0.0005236,0.0005743,0.0006303,0.0006922,0.0007607,0.0008365,0.0009204,0.0010135,0.0011166,0.0012311,0.0013581,0.0014992,0.0016561,0.0018305,0.0020240,0.0022371,0.0024711,0.0027277,0.0030091,0.0033173,0.0036547,0.0040239,0.0044275,0.0048685,0.0053499,0.0058752,0.0064480,0.0070721,0.0077517,0.0084912,0.0092954,0.0101694,0.0111187,0.0121490,0.0132771,0.0145343,0.0159489,0.0175434,0.0193443,0.0213821,0.0236927,0.0263181,0.0293076,0.0327191,0.0366210,0.0410946,0.0462363,0.0521609,0.0590061,0.0669375,0.0761550,0.0869014,0.0994733,0.1142351,0.1312610,0.1502653,0.1711175,0.1938449,0.2169179,0.2407233,0.2673071,0.2956472,0.3256221,0.3570636,0.3897576,0.4234481,0.4578446,0.4926308,0.5274758,0.5620469,0.5960211,0.6290979,0.6610082,1.0085410,2.0000000
2013-2014,1,35,0.0006469,0.0006815,0.0007198,0.0007621,0.0008088,0.0008606,0.0009179,0.0009814,0.0010520,0.0011304,0.0012176,0.0013148,0.0014232,0.0015444,0.0016800,0.0018321,0.0020029,0.0021949,0.0024114,0.0026558,0.0029300,0.0032335,0.0035672,0.0039339,0.0043367,0.0047791,0.0052647,0.0057976,0.0063823,0.0070234,0.0077263,0.0084966,0.0093405,0.0102647,0.0112767,0.0123843,0.0135963,0.0149221,0.0163720,0.0179572,0.0196989,0.0216322,0.0237905,0.0262034,0.0289048,0.0319335,0.0353343,0.0391590,0.0434673,0.0483283,0.0538228,0.0600443,0.0671028,0.0751268,0.0842680,0.0947056,0.1066524,0.1203622,0.1361399,0.1543530,0.1749080,0.1973640,0.2216213,0.2476502,0.2742618,0.3012321,0.3299573,0.3599788,0.3911087,0.4231257,0.4557802,0.4888018,0.5219076,0.5548119,0.5872360,0.6189168,0.6496157,0.6791244,0.7072699,1.0336194,2.0000000
2013-2014,2,35,0.0003399,0.0003683,0.0003994,0.0004333,0.0004705,0.0005112,0.0005558,0.0006047,0.0006583,0.0007172,0.0007819,0.0008529,0.0009311,0.0010171,0.0011118,0.0012161,0.0013311,0.0014579,0.0015980,0.0017526,0.0019232,0.0021109,0.0023170,0.0025435,0.0027923,0.0030657,0.0033661,0.0036963,0.0040591,0.0044580,0.0048964,0.0053784,0.0059084,0.0064911,0.0071320,0.0078370,0.0086124,0.0094655,0.0104042,0.0114372,0.0125805,0.0138596,0.0152993,0.0169226,0.0187559,0.0208302,0.0231815,0.0258517,0.0288898,0.0323535,0.0363105,0.0408405,0.0460380,0.0520152,0.0589056,0.0668690,0.0760973,0.0868223,0.0993254,0.1139501,0.1307850,0.1495782,0.1702058,0.1927016,0.2156647,0.2395505,0.2662765,0.2947983,0.3249938,0.3566924,0.3896760,0.4236830,0.4584154,0.4935484,0.5287420,0.5636535,0.5979512,0.6313258,0.6635013,1.0100548,2.0000000
2013-2014,1,46,0.0008871,0.0009312,0.0009798,0.0010333,0.0010922,0.0011571,0.0012287,0.0013078,0.0013951,0.0014918,0.0015988,0.0017174,0.0018492,0.0019956,0.0021586,0.0023404,0.0025433,0.0027703,0.0030244,0.0033096,0.0036278,0.0039787,0.0043632,0.0047846,0.0052464,0.0057526,0.0063072,0.0069150,0.0075810,0.0083108,0.0091105,0.0099868,0.0109470,0.0119992,0.0131522,0.0144157,0.0158004,0.0173179,0.0189810,0.0208040,0.0228087,0.0250282,0.0274948,0.0302394,0.0332967,0.0367066,0.0405146,0.0447725,0.0495401,0.0548858,0.0608887,0.0676399,0.0752452,0.0838274,0.0935300,0.1045205,0.1169964,0.1311906,0.1473794,0.1658926,0.1864965,0.2087051,0.2325340,0.2579486,0.2835367,0.3095049,0.3377630,0.3671867,0.3975958,0.4287814,0.4605112,0.4925362,0.5245978,0.5564366,0.5878002,0.6184512,0.6481741,0.6767805,0.7041133,1.0314993,2.0000000
2013-2014,2,46,0.0006121,0.0006484,0.0006879,0.0007307,0.0007772,0.0008277,0.0008827,0.0009426,0.0010079,0.0010792,0.0011570,0.0012420,0.0013351,0.0014371,0.0015488,0.0016715,0.0018063,0.0019546,0.0021178,0.0022977,0.0024956,0.0027125,0.0029495,0.0032088,0.0034926,0.0038032,0.0041434,0.0045163,0.0049250,0.0053733,0.0058653,0.0064054,0.0069986,0.0076505,0.0083673,0.0091558,0.0100235,0.0109791,0.0120318,0.0131923,0.0144767,0.0159089,0.0175127,0.0193113,0.0213316,0.0236044,0.0261653,0.0290558,0.0323238,0.0360251,0.0402248,0.0449989,0.0504369,0.0566436,0.0637431,0.0718823,0.0812360,0.0920134,0.1044652,0.1188948,0.1353211,0.1534908,0.1733393,0.1949069,0.2188605,0.2445761,0.2710489,0.2992109,0.3289398,0.3600693,0.3923903,0.4256551,0.4595836,0.4938725,0.5282054,0.5622641,0.5957407,0.6283476,0.6598276,1.0077156,2.0000000
2013-2014,1,47,0.0012688,0.0013080,0.0013518,0.0014006,0.0014549,0.0015152,0.0015819,0.0016558,0.0017375,0.0018280,0.0019280,0.0020387,0.0021612,0.0022970,0.0024475,0.0026145,0.0028000,0.0030064,0.0032362,0.0034924,0.0037770,0.0040902,0.0044334,0.0048099,0.0052232,0.0056772,0.0061766,0.0067261,0.0073314,0.0079987,0.0087349,0.0095480,0.0104467,0.0114409,0.0125417,0.0137619,0.0151154,0.0166184,0.0182889,0.0201475,0.0222148,0.0245105,0.0270588,0.0298893,0.0330357,0.0365356,0.0404319,0.0447729,0.0496137,0.0550166,0.0610527,0.0678035,0.0753616,0.0838339,0.0933431,0.1040310,0.1160617,0.1296264,0.1449482,0.1622888,0.1814607,0.2020666,0.2241016,0.2475340,0.2691529,0.2904822,0.3164001,0.3434801,0.3715898,0.4005715,0.4302444,0.4604088,0.4908513,0.5213504,0.5516828,0.5816301,0.6109848,0.6395556,0.6671722,1.0104821,2.0000000
2013-2014,2,47,0.0006047,0.0006506,0.0007001,0.0007533,0.0008106,0.0008723,0.0009386,0.0010100,0.0010868,0.0011694,0.0012584,0.0013541,0.0014571,0.0015680,0.0016872,0.0018156,0.0019538,0.0021024,0.0022624,0.0024346,0.0026205,0.0028226,0.0030431,0.0032839,0.0035470,0.0038347,0.0041495,0.0044945,0.0048726,0.0052874,0.0057429,0.0062435,0.0067941,0.0074003,0.0080681,0.0088044,0.0096172,0.0105150,0.0115076,0.0126060,0.0138261,0.0151895,0.0167187,0.0184365,0.0203695,0.0225483,0.0250082,0.0277906,0.0309433,0.0345225,0.0385936,0.0432336,0.0485331,0.0545990,0.0615581,0.0695612,0.0787885,0.0894563,0.1018254,0.1162126,0.1326739,0.1509787,0.1710578,0.1929674,0.2179197,0.2451296,0.2728792,0.3024730,0.3337672,0.3665649,0.4006184,0.4356353,0.4712868,0.5072194,0.5430684,0.5784726,0.6130881,0.6466014,0.6787394,1.0187156,2.0000000
2013-2014,1,48,0.0008126,0.0008451,0.0008815,0.0009223,0.0009677,0.0010184,0.0010748,0.0011378,0.0012080,0.0012863,0.0013738,0.0014715,0.0015808,0.0017033,0.0018406,0.0019949,0.0021686,0.0023643,0.0025853,0.0028354,0.0031163,0.0034269,0.0037677,0.0041416,0.0045518,0.0050017,0.0054950,0.0060358,0.0066287,0.0072784,0.0079904,0.0087706,0.0096253,0.0105614,0.0115867,0.0127095,0.0139389,0.0152849,0.0167583,0.0183713,0.0201458,0.0221176,0.0243213,0.0267878,0.0295526,0.0326566,0.0361470,0.0400783,0.0445139,0.0495273,0.0552043,0.0616451,0.0689675,0.0773099,0.0868360,0.0977401,0.1102539,0.1246550,0.1412782,0.1605293,0.1822415,0.2059054,0.2314771,0.2589219,0.2874841,0.3166936,0.3472143,0.3789980,0.4118118,0.4453884,0.4794341,0.5136384,0.5476855,0.5812654,0.6140851,0.6458785,0.6764138,0.7054997,0.7329874,1.0482583,2.0000000
2013-2014,2,48,0.0004041,0.0004375,0.0004737,0.0005132,0.0005560,0.0006026,0.0006532,0.0007083,0.0007682,0.0008335,0.0009045,0.0009818,0.0010660,0.0011577,0.0012576,0.0013666,0.0014853,0.0016149,0.0017561,0.0019103,0.0020786,0.0022629,0.0024649,0.0026864,0.0029295,0.0031963,0.0034893,0.0038113,0.0041653,0.0045547,0.0049834,0.0054555,0.0059756,0.0065491,0.0071816,0.0078798,0.0086509,0.0095029,0.0104449,0.0114870,0.0126451,0.0139424,0.0154023,0.0170480,0.0189063,0.0210082,0.0233899,0.0260936,0.0291686,0.0326726,0.0366735,0.0412513,0.0465002,0.0525325,0.0594813,0.0675058,0.0767972,0.0875858,0.1001509,0.1148329,0.1315931,0.1501317,0.1704313,0.1925284,0.2158409,0.2404815,0.2672411,0.2957558,0.3259010,0.3575049,0.3903498,0.4241765,0.4586912,0.4935750,0.5284954,0.5631183,0.5971211,0.6302037,0.6620990,1.0091521,2.0000000
2013-2014,1,59,0.0008299,0.0008681,0.0009099,0.0009558,0.0010060,0.0010612,0.0011217,0.0011882,0.0012612,0.0013416,0.0014301,0.0015277,0.0016353,0.0017543,0.0018858,0.0020315,0.0021931,0.0023726,0.0025721,0.0027943,0.0030407,0.0033113,0.0036071,0.0039306,0.0042844,0.0046715,0.0050952,0.0055591,0.0060672,0.0066238,0.0072339,0.0079027,0.0086362,0.0094410,0.0103242,0.0112939,0.0123589,0.0135290,0.0148152,0.0162295,0.0177925,0.0195365,0.0214931,0.0236921,0.0261677,0.0289595,0.0321138,0.0356844,0.0397340,0.0443361,0.0495771,0.0555587,0.0624012,0.0702475,0.0792676,0.0896652,0.1016853,0.1156244,0.1318428,0.1507825,0.1723742,0.1961359,0.2219460,0.2497700,0.2774042,0.3050192,0.3355281,0.3674367,0.4005157,0.4344956,0.4690752,0.5039309,0.5387293,0.5731389,0.6068429,0.6395504,0.6710053,0.7009937,0.7293473,1.0464663,2.0000000
2013-2014,2,59,0.0003914,0.0004203,0.0004517,0.0004859,0.0005231,0.0005637,0.0006080,0.0006563,0.0007091,0.0007668,0.0008299,0.0008990,0.0009748,0.0010578,0.0011490,0.0012491,0.0013591,0.0014801,0.0016133,0.0017601,0.0019216,0.0020988,0.0022929,0.0025056,0.0027387,0.0029943,0.0032746,0.0035821,0.0039196,0.0042899,0.0046965,0.0051430,0.0056335,0.0061724,0.0067647,0.0074160,0.0081322,0.0089201,0.0097871,0.0107416,0.0117992,0.0129858,0.0143263,0.0158436,0.0175644,0.0195200,0.0217470,0.0242885,0.0271954,0.0305276,0.0343563,0.0387663,0.0438587,0.0497544,0.0565993,0.0645692,0.0738777,0.0847854,0.0976122,0.1127536,0.1303050,0.1500003,0.1717402,0.1955767,0.2218034,0.2498302,0.2791062,0.3103455,0.3433692,0.3779372,0.4137515,0.4504651,0.4876939,0.5250322,0.5620699,0.5984101,0.6336856,0.6675728,0.6998016,1.0308128,2.0000000
2013-2014,1,60,0.0013278,0.0013528,0.0013838,0.0014212,0.0014654,0.0015170,0.0015767,0.0016453,0.0017237,0.0018131,0.0019147,0.0020301,0.0021611,0.0023097,0.0024784,0.0026701,0.0028880,0.0031363,0.0034196,0.0037434,0.0041102,0.0045175,0.0049658,0.0054591,0.0060021,0.0065999,0.0072581,0.0079829,0.0087812,0.0096605,0.0106293,0.0116968,0.0128734,0.0141705,0.0156006,0.0171779,0.0189177,0.0208375,0.0229564,0.0252957,0.0278894,0.0307677,0.0339541,0.0374832,0.0413940,0.0457300,0.0505402,0.0558800,0.0618118,0.0684059,0.0760469,0.0849639,0.0950868,0.1066014,0.1197262,0.1347195,0.1518878,0.1715967,0.1942840,0.2204776,0.2498991,0.2818218,0.3162647,0.3531819,0.3909915,0.4292387,0.4700908,0.5127232,0.5568621,0.6021878,0.6483428,0.6949423,0.7415868,0.7878746,0.8334162,0.8778464,0.9208352,0.9620971,1.0013967,1.2192891,2.0000000
2013-2014,2,60,0.0008415,0.0008324,0.0008286,0.0008300,0.0008367,0.0008488,0.0008665,0.0008902,0.0009203,0.0009575,0.0010025,0.0010562,0.0011198,0.0011948,0.0012829,0.0013862,0.0015073,0.0016494,0.0018163,0.0020128,0.0022406,0.0024972,0.0027819,0.0030978,0.0034480,0.0038361,0.0042660,0.0047421,0.0052690,0.0058521,0.0064969,0.0072097,0.0079974,0.0088675,0.0098283,0.0108888,0.0120589,0.0133495,0.0147726,0.0163411,0.0180727,0.0199874,0.0221047,0.0244461,0.0270357,0.0299002,0.0330691,0.0365756,0.0404563,0.0447522,0.0499442,0.0562735,0.0635640,0.0719825,0.0817291,0.0930444,0.1062192,0.1216066,0.1396377,0.1608419,0.1851750,0.2121658,0.2417855,0.2740826,0.3078771,0.3432203,0.3818679,0.4230700,0.4666440,0.5123381,0.5598337,0.6087518,0.6586627,0.7091005,0.7595795,0.8096121,0.8587272,0.9064874,0.9525033,1.1908996,2.0000000
2013-2014,1,61,0.0013047,0.0013223,0.0013456,0.0013749,0.0014106,0.0014531,0.0015029,0.0015608,0.0016276,0.0017041,0.0017915,0.0018910,0.0020043,0.0021329,0.0022791,0.0024453,0.0026342,0.0028494,0.0030947,0.0033749,0.0036919,0.0040436,0.0044304,0.0048558,0.0053238,0.0058390,0.0064062,0.0070309,0.0077194,0.0084782,0.0093150,0.0102381,0.0112569,0.0123817,0.0136241,0.0149970,0.0165148,0.0181937,0.0200515,0.0221086,0.0244263,0.0270448,0.0299700,0.0332410,0.0369026,0.0410056,0.0456084,0.0507779,0.0565911,0.0631365,0.0706780,0.0794179,0.0894194,0.1008909,0.1140797,0.1292817,0.1468515,0.1672169,0.1908964,0.2185222,0.2492100,0.2818649,0.3171073,0.3548880,0.3936117,0.4328076,0.4746533,0.5183146,0.5635111,0.6099157,0.6571630,0.7048599,0.7525977,0.7999666,0.8465683,0.8920298,0.9360144,0.9782303,1.0184370,1.2309017,2.0000000
2013-2014,2,61,0.0007832,0.0007659,0.0007548,0.0007497,0.0007503,0.0007569,0.0007694,0.0007882,0.0008137,0.0008466,0.0008877,0.0009380,0.0009989,0.0010720,0.0011595,0.0012638,0.0013882,0.0015367,0.0017144,0.0019275,0.0021788,0.0024646,0.0027841,0.0031407,0.0035380,0.0039800,0.0044712,0.0050160,0.0056195,0.0062869,0.0070241,0.0078369,0.0087319,0.0097160,0.0107963,0.0119805,0.0132768,0.0146936,0.0162399,0.0179250,0.0197634,0.0217712,0.0239618,0.0263498,0.0289504,0.0317803,0.0348568,0.0381987,0.0418257,0.0457588,0.0508086,0.0573089,0.0648088,0.0734846,0.0835475,0.0952525,0.1089082,0.1248905,0.1436593,0.1657807,0.1911469,0.2192261,0.2500446,0.2836519,0.3188331,0.3556209,0.3958459,0.4387279,0.4840772,0.5316322,0.5810617,0.6319721,0.6839170,0.7364125,0.7889539,0.8410343,0.8921642,0.9418885,0.9898019,1.2159825,2.0000000
2013-2014,1,62,0.0019955,0.0020075,0.0020290,0.0020602,0.0021016,0.0021538,0.0022176,0.0022939,0.0023838,0.0024888,0.0026105,0.0027509,0.0029124,0.0030976,0.0033101,0.0035535,0.0038327,0.0041530,0.0045212,0.0049449,0.0054268,0.0059614,0.0065474,0.0071896,0.0078932,0.0086641,0.0095085,0.0104333,0.0114460,0.0125548,0.0137687,0.0150975,0.0165519,0.0181436,0.0198855,0.0217914,0.0238769,0.0261587,0.0286552,0.0313866,0.0343877,0.0376874,0.0413044,0.0452701,0.0496188,0.0543888,0.0596221,0.0653656,0.0716711,0.0785963,0.0869710,0.0971664,0.1087398,0.1219031,0.1369057,0.1540420,0.1736614,0.1961802,0.2220966,0.2520109,0.2856199,0.3220793,0.3614127,0.4035675,0.4467955,0.4904495,0.5370932,0.5857701,0.6361693,0.6879283,0.7406413,0.7938716,0.8471650,0.9000651,0.9521283,1.0029380,1.0521174,1.0993396,1.1443339,1.3185206,2.0000000
2013-2014,2,62,0.0011399,0.0011710,0.0012083,0.0012525,0.0013041,0.0013639,0.0014329,0.0015122,0.0016030,0.0017069,0.0018257,0.0019616,0.0021171,0.0022952,0.0024995,0.0027343,0.0030046,0.0033165,0.0036773,0.0040958,0.0045755,0.0051119,0.0057037,0.0063559,0.0070735,0.0078621,0.0087274,0.0096756,0.0107131,0.0118468,0.0130838,0.0144317,0.0158985,0.0174922,0.0192216,0.0210957,0.0231235,0.0253149,0.0276797,0.0302281,0.0329688,0.0359112,0.0390665,0.0424453,0.0460583,0.0499160,0.0540291,0.0584084,0.0630642,0.0680068,0.0747413,0.0838165,0.0941897,0.1060720,0.1197134,0.1354113,0.1535206,0.1744670,0.1987632,0.2270301,0.2595937,0.2960582,0.3360352,0.3795912,0.4252141,0.4727156,0.5247267,0.5801724,0.6388111,0.7003097,0.7642468,0.8301208,0.8973628,0.9653550,1.0334517,1.1010030,1.1673787,1.2319908,1.2943127,1.4368372,2.0000000
2014-2015,1,10,0.0007488,0.0008068,0.0008694,0.0009371,0.0010104,0.0010896,0.0011753,0.0012680,0.0013683,0.0014769,0.0015946,0.0017220,0.0018600,0.0020095,0.0021715,0.0023472,0.0025377,0.0027443,0.0029684,0.0032116,0.0034768,0.0037687,0.0040919,0.0044501,0.0048477,0.0052894,0.0057810,0.0063286,0.0069396,0.0076223,0.0083860,0.0092417,0.0102018,0.0112805,0.0124944,0.0138625,0.0154067,0.0171524,0.0191291,0.0213711,0.0239029,0.0267331,0.0298799,0.0333768,0.0372609,0.0415732,0.0463589,0.0516681,0.0575561,0.0640841,0.0713201,0.0793395,0.0882261,0.0980734,0.1089856,0.1210793,0.1344853,0.1493507,0.1658414,0.1841453,0.2037236,0.2240789,0.2455376,0.2680417,0.2870156,0.3046863,0.3283056,0.3527759,0.3779980,0.4038574,0.4302263,0.4569655,0.4839277,0.5109602,0.5379086,0.5646202,0.5909474,0.6167513,0.6419037,0.9952998,2.0000000
