2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,.9869673,.9866735,.9864924,.9864138,.9862324,.986159,.9858511,.9858251,.9856105,.9855187,.985414,.9853105,.985118,.9850556,.9849349,.9847798,.9847591,.984652,.9845535,.9844761,.9843732,.9842604,.9841943,.9840959,.984022,.9839458,.9838499,.9837519,.9836402,.9835547,.9834601,.9833528,.98325,.9831482,.9830471,.982934,.9828265,.982716,.9826079,.9824893,.9823968,.9823451,.9823627,.9824367,.9825817,.9827753,.9830394,.9833573,.9837393,.9841797,.9846869,.9852548,.9858845,.9865803,.9873403,.9881665,.989064,.9900351,.9910839,.9922166,.99304,.9934705,.9938081,.994067,.9943561,.9946039,.9947095,.9947793,.9948228,.9948475,.9948609,.9948696,.9948791,.9948949,.9949213,.9949618,.9950197,.9950963,.9951932,.9974732,1
2016,.9596245,.9590687,.9588133,.958418,.9581236,.9575902,.9572244,.956866,.9565499,.9562959,.9560013,.9557096,.9553548,.9550728,.9547184,.9544201,.9542047,.9538895,.9536617,.9533726,.9531211,.9528784,.9526283,.9524096,.9521777,.9519403,.9517052,.9514541,.9511794,.9509478,.950683,.950433,.9501817,.9499375,.9496809,.9494174,.9491656,.9488987,.9486329,.9483665,.9481555,.9480932,.9482043,.9484943,.9489607,.9495941,.9504046,.9513906,.9525499,.9538906,.9554096,.9571078,.9589897,.9610615,.9633237,.9657879,.9684579,.9713494,.974475,.9778532,.9803633,.9817532,.9828702,.9837584,.9846856,.9854803,.9859069,.9862241,.9864579,.9866298,.9867603,.9868666,.9869651,.9870694,.9871916,.9873412,.9875265,.9877527,.9880235,.9937141,1
2018,.9315154,.9309882,.9304702,.9298052,.9294418,.9288444,.9284338,.9279073,.9273489,.9269432,.9264688,.9261094,.9255923,.9251856,.9246772,.9243019,.9238724,.9234664,.9230816,.9226689,.9222354,.9218798,.921501,.9210855,.9207384,.9203725,.9200224,.9196633,.9192851,.9189292,.9185724,.9182008,.9178492,.9175131,.9171672,.9168018,.9164639,.9161155,.9157671,.9154065,.9151631,.9151495,.9154108,.9159554,.9167762,.9178753,.9192548,.9209132,.9228489,.9250733,.9275914,.9303977,.9335049,.9369209,.9406499,.9447109,.9491154,.953887,.9590504,.964641,.968861,.9712929,.9732831,.9748985,.9765142,.9779015,.9787475,.9794098,.9799276,.9803349,.9806637,.9809406,.9811906,.9814344,.9816909,.981975,.9822989,.9826711,.9830977,.9911428,1
2020,.9034064,.9026701,.9021274,.9013985,.9009516,.9002764,.8996437,.8991017,.8984305,.8978521,.8974194,.8968439,.8962411,.8956776,.8951593,.8945854,.8940567,.8935179,.8929992,.8924784,.8919244,.8914078,.8909435,.8904429,.8899598,.8895098,.8890463,.8885751,.88811,.8876855,.8872558,.8868312,.8863942,.8859885,.8855796,.8851677,.8847824,.8843769,.8839886,.8835986,.8833499,.8834195,.883868,.8846843,.8858767,.8874411,.8893781,.8916968,.8943911,.8974783,.9009598,.9048396,.9091282,.9138436,.9189952,.9246023,.9306924,.9372957,.9444514,.9522114,.9581418,.9616616,.9645771,.9669772,.9693109,.971317,.9726436,.9737106,.9745706,.9752688,.9758465,.9763397,.97678,.9771959,.9776108,.9780444,.9785135,.9790294,.9795998,.9893274,1
2022,.875298,.8745904,.8740066,.8731981,.872653,.8720637,.8713476,.8707538,.870077,.8694139,.8687321,.8681355,.867404,.8668325,.866165,.8655106,.8649048,.8642467,.8636625,.8629719,.8623443,.8617484,.8611302,.8605617,.8599877,.8594189,.8588988,.8583568,.8578331,.8573333,.8568395,.8563625,.8558874,.8554441,.8549916,.8545551,.8541327,.8537157,.853307,.852895,.852672,.8528553,.8534901,.8545839,.8561395,.8581597,.8606427,.8635937,.8670212,.8709304,.8753375,.8802441,.8856684,.8916313,.8981498,.9052514,.9129721,.9213517,.9304487,.9403322,.9479585,.9525872,.956455,.959672,.9627392,.9653781,.9672216,.9687304,.9699684,.9709917,.97185,.9725876,.973243,.9738505,.9744387,.9750323,.9756506,.9763081,.9770154,.9879957,1
2024,.8477008,.8469869,.8463288,.8456155,.8449284,.8442063,.8435454,.8428639,.8421472,.8414981,.8407686,.8400953,.8393885,.8386503,.8379551,.8371578,.8364902,.8357879,.8350714,.8343195,.8335469,.8328537,.8321482,.8314816,.8308588,.8302335,.8296409,.8290362,.8284538,.8278953,.8273659,.8268532,.8263463,.8258634,.8254025,.8249496,.824514,.8240859,.82368,.8232757,.8230942,.8233781,.8242123,.8255763,.827489,.8299419,.8329441,.836502,.8406219,.8453179,.8506011,.8564909,.8629974,.8701542,.8779811,.8865189,.8958118,.9059131,.9168968,.9288531,.9381536,.9438948,.9487269,.9527767,.9565834,.9598624,.9622438,.9642162,.9658545,.9672233,.9683819,.9693813,.9702674,.9710789,.9718499,.972609,.9733791,.9741773,.9750164,.9869738,1
2026,.8206151,.8200976,.8193157,.8186509,.817969,.8172366,.8164018,.8157362,.8149232,.8142351,.813529,.8128348,.8119896,.8112255,.8104427,.8096068,.8088862,.8080738,.8072879,.8064077,.8056363,.8048189,.804041,.8033221,.8026092,.8019195,.8012723,.8006409,.7999975,.7994182,.798856,.798322,.797788,.7972943,.7968118,.7963507,.795913,.7954868,.7950863,.7946932,.7945558,.7949558,.7959774,.7976032,.7998544,.8027189,.8062114,.8103408,.8151169,.8205558,.8266747,.8334914,.8410272,.8493199,.8584015,.8683169,.879122,.8908879,.9037031,.9176803,.9286248,.9354756,.941272,.9461607,.9507073,.9546275,.957559,.9600073,.9620582,.9637852,.9652557,.9665278,.9676535,.9686767,.9696364,.9705647,.9714879,.9724259,.9733936,.9861515,1
2028,.7942961,.7936844,.7929671,.7920983,.7915837,.7907996,.7899167,.7892185,.7885461,.7877554,.7870132,.7862426,.7853097,.7845579,.7837146,.7828576,.7820194,.781172,.7803117,.7794067,.7785083,.7776439,.7768084,.7760434,.7752752,.7745439,.7738537,.7731707,.7724893,.7719012,.7712879,.7707295,.7701943,.7696878,.7692041,.7687442,.7683048,.767884,.7674943,.7671092,.7670218,.7675409,.7687418,.7706186,.773183,.7764374,.7803917,.7850587,.7904525,.7965894,.8034916,.8111863,.8197003,.8290734,.8393484,.8505833,.8628436,.8762145,.8908057,.9067523,.9193084,.9272568,.9340138,.93974,.9450232,.9495833,.9530696,.9560003,.9584704,.9605629,.9623522,.9639033,.965274,.9665136,.9676654,.9687648,.9698421,.9709191,.972013,.9854573,1
2030,.7687439,.7679854,.7672831,.7665752,.7657722,.7650726,.7642545,.7636158,.7627338,.7619284,.7612211,.7604298,.7594514,.7586477,.757771,.7569101,.7560369,.7550823,.7542048,.7532027,.7522668,.7513286,.7504503,.7496051,.7488203,.7480395,.747324,.7465971,.7459034,.7452743,.7446826,.744095,.743547,.743027,.7425491,.742089,.7416514,.7412429,.7408726,.7405041,.7404656,.7410937,.7424556,.7445707,.7474332,.7510498,.7554374,.7606084,.7665789,.7733705,.7810149,.7895344,.7989712,.80937,.8207837,.8332787,.8469338,.861854,.8781641,.8960283,.9101633,.9191948,.9269022,.9334604,.9394749,.9446703,.9487138,.9521292,.955022,.9574832,.9595947,.9614283,.9630469,.9645056,.9658511,.9671233,.9683545,.9695701,.970789,.9848455,1
2032,.7437031,.7430006,.7422636,.7414641,.7409171,.7400558,.7392507,.7386233,.7377681,.7370148,.7361527,.7352852,.7344146,.7335892,.7326116,.7316843,.7307912,.7298723,.7289052,.7278525,.7268596,.7258727,.7249665,.7240871,.7232443,.7224395,.7216828,.7209482,.7202396,.7195837,.7189546,.718379,.7178101,.7173115,.7168168,.7163575,.71594,.7155405,.7151792,.7148303,.714844,.7155668,.7170965,.7194267,.722564,.7265188,.7313101,.7369511,.7434575,.7508648,.7592016,.7685004,.7788081,.7901796,.8026757,.8163729,.8313674,.8477785,.8657539,.8854833,.9011604,.9112592,.9199051,.9272876,.9340265,.9398528,.9444512,.9483512,.9516674,.9544986,.9569341,.9590517,.9609201,.9625989,.9641392,.9655843,.9669696,.9683232,.9696661,.9842873,1
2034,.7194291,.7187299,.7179086,.7171765,.7166358,.7159263,.7150697,.7142406,.7135081,.7126236,.7118079,.7110311,.7100966,.7091933,.7082365,.7073401,.706356,.7054066,.7043507,.7032991,.7022866,.7012762,.7003132,.6994092,.6985102,.6977103,.6968995,.6961677,.6954209,.6947591,.6941461,.6935421,.6929833,.6924761,.6919919,.6915355,.6911207,.6907423,.6903931,.6900686,.6901134,.6909439,.6926215,.6951474,.6985455,.7028173,.7079761,.7140525,.7210646,.7290443,.738027,.7480593,.7591887,.7714782,.7850011,.7998458,.8161242,.8339714,.8535563,.8751001,.8922839,.9034305,.9130023,.9211997,.9286546,.9351057,.9402561,.9446396,.9483784,.9515794,.954339,.9567409,.9588597,.9607589,.9624944,.9641124,.965652,.9671427,.9686087,.9837641,1
2036,.6956663,.6951732,.6944396,.6937125,.6931196,.6923296,.691547,.6907725,.6899537,.6891458,.6883071,.6874451,.6864974,.6856489,.6846454,.6837173,.6827312,.6816853,.6806651,.6795992,.6784956,.6774436,.6764902,.6755314,.6746545,.6737848,.6729736,.6722273,.6714727,.6708004,.6701715,.6695842,.6690127,.668504,.6680297,.6675823,.6671808,.666814,.6664729,.6661621,.6662647,.6671777,.6689879,.6717066,.6753423,.6799031,.6854112,.6918864,.6993657,.7078779,.717469,.7281862,.7400864,.7532464,.7677427,.7836822,.8011876,.8204158,.8415589,.8648652,.8835211,.8956968,.9061799,.9151817,.9233443,.9304134,.9361125,.9409766,.9451364,.9487062,.951789,.9544752,.9568436,.9589635,.960894,.9626847,.9643778,.9660059,.967594,.983263,1
2038,.6729257,.6720926,.671635,.6708663,.6701773,.6694427,.6686827,.6679145,.667105,.6663206,.66553,.6646384,.6637197,.662767,.6617513,.6608159,.6597694,.6587756,.6577246,.6565824,.6554866,.6544224,.6534103,.6524537,.6515676,.6506965,.6498746,.6490991,.648369,.6476838,.6470306,.6464466,.6458804,.6453786,.6449146,.6444702,.6440827,.6437217,.6433972,.6431103,.6432378,.6442446,.6461806,.6490717,.6529251,.6577494,.6635774,.6704269,.6783375,.6873447,.6975031,.7088591,.7214862,.7354645,.7508866,.7678664,.7865485,.8071035,.8297525,.8547727,.8748645,.8880494,.8994294,.9092242,.9180858,.9257666,.9320096,.9373509,.9419289,.9458659,.9492713,.9522405,.9548584,.9571984,.9593233,.9612868,.9631331,.9648975,.9666076,.9827766,1
2040,.6506965,.6499641,.6494947,.6486378,.6479999,.6472659,.6466411,.6458186,.6449618,.6441479,.6433558,.6424996,.641558,.640642,.6396413,.6386358,.6376179,.6366101,.6355287,.634362,.6332592,.6321649,.6311604,.6301757,.6292492,.6283781,.6275716,.6267827,.6260333,.6253625,.6247231,.6241288,.6235682,.6230673,.6226022,.6221719,.6217889,.621442,.6211348,.6208565,.621032,.6221048,.6241641,.6272101,.6312643,.6363348,.6424551,.6496481,.6579564,.6674236,.6781073,.6900638,.7033728,.7181231,.7344175,.75239,.7721948,.7940269,.8181301,.8448153,.8663089,.8804831,.8927442,.9033214,.9128726,.9211584,.9279402,.9337548,.9387488,.9430508,.946777,.9500283,.952895,.9554543,.9577731,.9599086,.9619078,.9638082,.9656398,.9823004,1
2042,.6292338,.6285496,.628019,.6272327,.6265876,.6259763,.6250933,.6243326,.6235241,.6227581,.621905,.6210288,.620115,.6191795,.6182282,.6171769,.616203,.6151211,.6140156,.6128813,.6117617,.6106709,.6096534,.6086574,.6077356,.6068295,.6060035,.6052222,.6044907,.6038129,.6031636,.6025724,.6020225,.601521,.6010771,.6006465,.6002746,.5999411,.5996444,.5993816,.5995871,.6007426,.6029025,.6060959,.6103305,.6156275,.6220157,.6295241,.6382032,.6480973,.6592661,.6717835,.6857292,.7012049,.7183272,.7372405,.7581201,.7811774,.8066871,.8349883,.8578492,.8729939,.8861219,.897469,.9077008,.9165846,.9239002,.9301844,.9355912,.9402559,.9443011,.9478335,.9509473,.9537251,.9562375,.9585443,.9606958,.962732,.9646844,.9818305,1
2044,.6082824,.6076111,.6069862,.6064454,.605749,.6050418,.6043682,.6036088,.602792,.6020207,.6011778,.6003371,.5993906,.5984737,.5974249,.5964392,.5953774,.594376,.5932473,.5921401,.5909938,.5898927,.5888453,.5878589,.5869172,.5860173,.5852005,.5844171,.5836646,.5829881,.5823517,.581777,.5812254,.5807394,.5802947,.5798801,.579527,.5791959,.5789152,.5786663,.5789027,.5801188,.5823811,.585703,.5901058,.5956061,.6022398,.6100376,.6190547,.6293382,.6409636,.653999,.6685404,.6847008,.7026036,.7224125,.7443153,.7685511,.7954162,.8252892,.8494826,.8655783,.8795581,.8916636,.9025679,.9120426,.9198863,.9266358,.9324523,.9374778,.9418399,.9456515,.949012,.9520072,.9547125,.95719,.9594935,.9616646,.9637374,.981365,1
