2010, -0.0341, -0.0146, 0.0038, 0.0210
2020, -0.0171, -0.0073, 0.0019, 0.0105
2030, -0.0085, -0.0036, 0.0009, 0.0053
2040, 0.0, 0.0, 0.0, 0.0
