2010,1296.32,730.537,75.68061
2012,1296.32,730.537,75.68061
2014,1307.854,737.0366,76.35394
2016,1316.783,742.0688,76.87526
2018,1354.099,763.098,79.0538
2020,1362.2,767.6632,79.52673
2022,1374.564,774.631,80.24857
2024,1381.242,778.3943,80.63844
2026,1387.03,781.656,80.97633
2028,1391.612,784.2383,81.24385
2030,1394.757,786.0109,81.42748
2032,1396.586,787.0417,81.53426
2034,1396.983,787.2651,81.55741
2036,1396.157,786.7995,81.50918
2038,1394.84,786.0578,81.43233
2040,1394.84,786.0578,81.43233
2042,1394.84,786.0578,81.43233
2044,1394.84,786.0578,81.43233
2046,1394.84,786.0578,81.43233
2048,1394.84,786.0578,81.43233
2050,1394.84,786.0578,81.43233
